device,impl,matrix_type,m,n,k,mblk,nblk,kblk,mmk,nmk,time_ms_mean,time_ms_std,time_ms_min,time_ms_max,gflops_mean,gflops_std,gflops_min,gflops_max
rpi,02-coded,random_dense,512,512,512,128,256,256,16,8,18.897260866666667,0.018834525791076615,18.876146,18.961792,14.205006599999999,0.014132552410218803,14.15665,14.220883
rpi,02-coded,random_sparse,128,128,128,128,256,256,16,8,0.46893056666666666,0.006508713065673161,0.461936,0.49525,8.946015466666667,0.12020039228053865,8.469064,9.079838
rpi,02-coded,random_sparse,256,256,256,128,256,256,16,8,5.280891766666667,0.41477226746265966,4.611913,5.684041,6.393656866666666,0.5240588081716187,5.903271,7.2756
rpi,02-coded,random_sparse,512,512,512,128,256,256,16,8,18.872682899999997,0.013112961251478133,18.854702,18.92385,14.223498633333332,0.009868993846921461,14.185034,14.237056
rpi,03-blocked,banded,128,128,128,128,256,256,16,8,0.8129608333333334,0.011839447433178116,0.804633,0.860021,5.160315266666667,0.07254586054063732,4.876979,5.212692
rpi,03-blocked,banded,256,256,256,128,256,256,16,8,4.563727566666667,0.04944227581923226,4.522102,4.684117,7.353240166666667,0.07852691682653512,7.163449,7.420096
rpi,03-blocked,banded,512,512,512,128,256,256,16,8,18.666442033333333,0.1405771207733675,18.558716,19.114688,14.381422366666667,0.10693181944052425,14.043413,14.464118
rpi,03-blocked,block_sparse,128,128,128,128,256,256,16,8,0.8058787666666666,0.008071752365752007,0.8013,0.824003,5.205131566666666,0.051393704653849535,5.090156,5.234374
rpi,03-blocked,block_sparse,256,256,256,128,256,256,16,8,4.5604276666666665,0.04343639373988649,4.528583,4.690673,7.358370933333333,0.06874638998769482,7.153437,7.409477
rpi,03-blocked,block_sparse,512,512,512,128,256,256,16,8,18.6983666,0.1640044026571781,18.548069,19.268111,14.357143500000001,0.124129125737663,13.931592,14.472421
rpi,03-blocked,dense_no_zero,128,128,128,128,256,256,16,8,0.8110517333333332,0.013454712172713835,0.798282,0.864225,5.172767033333333,0.08289031342413081,4.853255,5.254163
rpi,03-blocked,dense_no_zero,256,256,256,128,256,256,16,8,4.470834766666667,0.8923131049028076,3.707599,7.074629,7.714629133333333,1.1011439774980019,4.742925,9.050178
rpi,03-blocked,dense_no_zero,512,512,512,128,256,256,16,8,18.649437733333333,0.12708882015561823,18.52966,19.11002,14.394393466666665,0.09677576837302083,14.046843,14.486799
rpi,03-blocked,diagonal,128,128,128,128,256,256,16,8,0.8128744,0.009021574553296644,0.806745,0.831336,5.160448233333333,0.05644443294236434,5.045257,5.199046
rpi,03-blocked,diagonal,256,256,256,128,256,256,16,8,4.583822766666667,0.07117529441077787,4.521139,4.761041,7.321862566666667,0.11175176692259932,7.047709,7.421677
rpi,03-blocked,diagonal,512,512,512,128,256,256,16,8,18.67781246666667,0.16028537943945692,18.551327,19.11165,14.372899499999999,0.12175931669479242,14.045645,14.469879
rpi,03-blocked,random_dense,128,128,128,128,256,256,16,8,0.5265149,0.22750823837002265,0.311624,0.830818,9.536930133333334,3.829813422814366,5.048403,13.459502
rpi,03-blocked,random_dense,256,256,256,128,256,256,16,8,4.2531977,0.348880929842947,3.699098,4.700635,7.9430334,0.6796989199848659,7.138276,9.070977
rpi,03-blocked,random_dense,512,512,512,128,256,256,16,8,18.643171866666666,0.12294581162720106,18.536863,18.970669,14.3991931,0.09404073871406034,14.150026,14.48117
rpi,03-blocked,random_sparse,128,128,128,128,256,256,16,8,0.8052868666666666,0.008876174093230342,0.797448,0.832947,5.209058633333333,0.05623906279353713,5.035499,5.259658
rpi,03-blocked,random_sparse,256,256,256,128,256,256,16,8,4.331607,0.24285480909624277,4.070462,4.688136,7.770038966666666,0.43596899863981026,7.157308,8.243396
rpi,03-blocked,random_sparse,512,512,512,128,256,256,16,8,18.67371446666667,0.1733981227452247,18.546159,19.169463,14.3762247,0.13160375468287774,14.003285,14.473911
rpi,04-neon,banded,128,128,128,128,256,256,16,8,0.8002366666666667,0.007116806831105088,0.796837,0.822707,5.241722333333333,0.045699725493277374,5.098175,5.263691
rpi,04-neon,banded,256,256,256,128,256,256,16,8,4.580014633333334,0.06963677249521662,4.520751,4.726229,7.327886866666666,0.10988972429094646,7.09962,7.422314
rpi,04-neon,banded,512,512,512,128,256,256,16,8,18.733590699999997,0.2094873156779233,18.555352,19.268155,14.330807499999999,0.15815242915089112,13.93156,14.46674
rpi,04-neon,block_sparse,128,128,128,128,256,256,16,8,0.7985028666666667,0.012265723152931824,0.790486,0.843874,5.253873733333333,0.07838831060988145,4.970297,5.305981
rpi,04-neon,block_sparse,256,256,256,128,256,256,16,8,4.499148466666667,0.1507236093683273,4.068222,4.708193,7.466697166666666,0.2702200160444086,7.126817,8.247935
rpi,04-neon,block_sparse,512,512,512,128,256,256,16,8,18.695938066666667,0.18430680730181473,18.541964,19.217156,14.359288933333334,0.13987689008452914,13.968532,14.477186
rpi,04-neon,dense_no_zero,128,128,128,128,256,256,16,8,0.7935029,0.04770778623601582,0.703858,0.949075,5.304387833333333,0.32200949246675237,4.41936,5.95902
rpi,04-neon,dense_no_zero,256,256,256,128,256,256,16,8,4.308717566666667,0.2484215706292616,4.068945,4.726359,7.812038833333333,0.4392673684088467,7.099425,8.24647
rpi,04-neon,dense_no_zero,512,512,512,128,256,256,16,8,19.370907266666666,2.823497649643189,18.550814,33.282568,14.037281199999999,1.2850163300707278,8.065347,14.470279
rpi,04-neon,diagonal,128,128,128,128,256,256,16,8,0.8025686666666666,0.009687388229685215,0.79693,0.823762,5.2268232,0.06199894929999581,5.091645,5.263077
rpi,04-neon,diagonal,256,256,256,128,256,256,16,8,4.554104533333333,0.058030169504071756,4.518121,4.694082,7.369086733333333,0.09196836146044782,7.148242,7.426634
rpi,04-neon,diagonal,512,512,512,128,256,256,16,8,18.6699191,0.13327569752994406,18.544686,18.994307,14.378668666666666,0.1018642644080948,14.132416,14.475061
rpi,04-neon,random_dense,128,128,128,128,256,256,16,8,0.5358989333333334,0.22299780562565516,0.309531,0.823818,9.3949411,3.942656059015777,5.091299,13.550514
rpi,04-neon,random_dense,256,256,256,128,256,256,16,8,4.226997866666666,0.330175060325395,3.700525,4.572787,7.987199966666667,0.6509078176924946,7.337852,9.067479
rpi,04-neon,random_dense,512,512,512,128,256,256,16,8,18.738898966666667,0.1559940969823654,18.544944,19.106136,14.325992600000001,0.11851174888988002,14.049699,14.474859
rpi,04-neon,random_sparse,128,128,128,128,256,256,16,8,0.8017058,0.0097014455033862,0.795393,0.821985,5.232454133333333,0.06235658602648313,5.102653,5.273247
rpi,04-neon,random_sparse,256,256,256,128,256,256,16,8,4.508721899999999,0.8246389551090427,3.698803,6.846098,7.624805066666666,1.0518632939205759,4.901249,9.0717
rpi,04-neon,random_sparse,512,512,512,128,256,256,16,8,18.774943366666665,0.2180903145575852,18.558759,19.297152,14.299386433333332,0.1646678671520094,13.910626,14.464084
rpi,05-final,banded,128,128,128,128,256,256,16,8,0.29294119999999996,0.003442785464086333,0.291161,0.303884,14.319770533333333,0.16428965648422844,13.802319,14.405446
rpi,05-final,banded,256,256,256,128,256,256,16,8,4.511436633333333,0.08754111533503707,4.441958,4.727564,7.4402932999999996,0.14158022613616955,7.097616,7.553973
rpi,05-final,banded,512,512,512,128,256,256,16,8,18.303453633333334,0.23733884165187538,18.116607,18.865687,14.668188166666665,0.18763021892359494,14.228767,14.817093
rpi,05-final,block_sparse,128,128,128,128,256,256,16,8,0.2925317333333333,0.0026929748572181614,0.291235,0.301827,14.3390942,0.12910644881951594,13.896384,14.401785
rpi,05-final,block_sparse,256,256,256,128,256,256,16,8,4.471844866666667,0.040074492545012066,4.440847,4.609844,7.504060466666667,0.06615260997104813,7.278865,7.555863
rpi,05-final,block_sparse,512,512,512,128,256,256,16,8,18.293788033333332,0.1873054681038955,18.116737,18.780207,14.675054466666667,0.14846212933008546,14.29353,14.816987
rpi,05-final,dense_no_zero,128,128,128,128,256,256,16,8,0.29354593333333334,0.003924152752249646,0.291032,0.304753,14.290830199999998,0.18745925292334706,13.762962,14.411831
rpi,05-final,dense_no_zero,256,256,256,128,256,256,16,8,4.2678241,0.24755741793792613,3.99791,4.629881,7.887751,0.45608132296894544,7.247364,8.392993
rpi,05-final,dense_no_zero,512,512,512,128,256,256,16,8,18.199665066666668,0.15392865641049455,18.114199,18.82752,14.7504688,0.12188692800817057,14.257611,14.819063
rpi,05-final,diagonal,128,128,128,128,256,256,16,8,0.29259356666666664,0.0030493045412122123,0.291032,0.301421,14.3363862,0.1460023628905154,13.915102,14.411831
rpi,05-final,diagonal,256,256,256,128,256,256,16,8,4.462307166666666,0.027983724884646205,4.441903,4.578419,7.519806633333333,0.04638898418024176,7.328825,7.554067
rpi,05-final,diagonal,512,512,512,128,256,256,16,8,18.314445033333335,0.22794606412777463,18.124181,18.966203,14.659192899999999,0.17939725189748282,14.153358,14.810901
rpi,05-final,random_dense,128,128,128,128,256,256,16,8,0.3052927,0.004483274789473761,0.291458,0.313254,13.741585033333333,0.20807883019422926,13.389467,14.390766
rpi,05-final,random_dense,256,256,256,128,256,256,16,8,3.0044273666666665,1.2145059613729554,2.216275,5.840229,12.547069200000001,3.610288837510835,5.745397,15.140013
rpi,05-final,random_dense,512,512,512,128,256,256,16,8,18.230080866666665,0.14140835326683082,18.108717,18.739909,14.7257071,0.11248359016697349,14.324267,14.823549
rpi,05-final,random_sparse,128,128,128,128,256,256,16,8,0.29192433333333334,0.0016116791272444465,0.291272,0.299254,14.368193133333333,0.07778654502158695,14.015866,14.399956
rpi,05-final,random_sparse,256,256,256,128,256,256,16,8,4.2977193,0.1990143717560585,4.001669,4.501216,7.8241260666666665,0.37153994975682736,7.454526,8.385109
rpi,05-final,random_sparse,512,512,512,128,256,256,16,8,18.2711874,0.19540657290176772,18.103032,18.806371,14.693337566666665,0.1549469006283217,14.273645,14.828204
samsung-a52,01-naive,banded,128,128,128,64,128,256,16,8,14.007187466666666,1.242379547376886,11.763906,16.41573,0.3016417666666667,0.025822454706739432,0.255505,0.35654
samsung-a52,01-naive,banded,256,256,256,64,128,256,16,8,56.3617968,2.6228439660541594,52.895364,66.417499,0.5965091666666668,0.026095728943817526,0.505205,0.634355
samsung-a52,01-naive,banded,512,512,512,64,128,256,16,8,426.0595431666667,2.1023054584201857,423.985833,433.620156,0.6300568666666667,0.003083444734365299,0.619057,0.633124
samsung-a52,01-naive,block_sparse,128,128,128,64,128,256,16,8,13.827974033333334,1.8225258904270925,6.930364,17.34599,0.3107037,0.06148606865430632,0.241803,0.605207
samsung-a52,01-naive,block_sparse,256,256,256,64,128,256,16,8,55.65410406666667,1.565798917839199,52.874479,57.657761,0.6033805666666667,0.017296866486564075,0.581959,0.634605
samsung-a52,01-naive,block_sparse,512,512,512,64,128,256,16,8,424.8078175333333,1.039917423640369,424.018646,429.412917,0.6319022333333333,0.0015355986293868328,0.625122,0.633075
samsung-a52,01-naive,dense_no_zero,128,128,128,64,128,256,16,8,14.176722233333333,2.3698385567087974,7.285833,19.204271,0.30568880000000004,0.06471934734464838,0.218405,0.575679
samsung-a52,01-naive,dense_no_zero,256,256,256,64,128,256,16,8,56.17330376666666,1.1400957128996607,53.434427,58.766511,0.5975774,0.012224046205229506,0.570979,0.627955
samsung-a52,01-naive,dense_no_zero,512,512,512,64,128,256,16,8,425.03563346666664,1.3679741971394408,424.195521,428.890417,0.6315662,0.0020198655025213635,0.625884,0.632811
samsung-a52,01-naive,diagonal,128,128,128,64,128,256,16,8,13.747574566666666,1.9457918340647018,7.063958,17.379687,0.3130002333333334,0.06139824939697095,0.241334,0.593761
samsung-a52,01-naive,diagonal,256,256,256,64,128,256,16,8,56.54484716666666,1.63122335307147,53.667084,59.824896,0.5938956333333334,0.017326649845279363,0.560877,0.625233
samsung-a52,01-naive,diagonal,512,512,512,64,128,256,16,8,425.2885710333333,1.1031525321341327,424.259219,428.611406,0.6311884,0.0016311712229623977,0.626291,0.632716
samsung-a52,01-naive,random_dense,128,128,128,64,128,256,16,8,14.072375033333334,1.5101832548059781,11.719219,18.033281,0.3012473,0.03109261519945499,0.232587,0.3579
samsung-a52,01-naive,random_dense,256,256,256,64,128,256,16,8,54.8134046,1.5823597691095603,52.947396,58.012656,0.6126418,0.017367185084282488,0.578398,0.633731
samsung-a52,01-naive,random_dense,512,512,512,64,128,256,16,8,424.7969703,0.8558664889550092,424.110104,426.654739,0.6319172,0.0012696753155419349,0.629163,0.632938
samsung-a52,01-naive,random_sparse,128,128,128,64,128,256,16,8,12.9505208,2.902499029454914,6.619062,20.052605,0.34389643333333336,0.09737796107832235,0.209165,0.63367
samsung-a52,01-naive,random_sparse,256,256,256,64,128,256,16,8,55.0200346,1.3912868683442976,52.953854,57.927343,0.6102331333333333,0.015334841997394608,0.57925,0.633654
samsung-a52,01-naive,random_sparse,512,512,512,64,128,256,16,8,425.0229668333333,1.3328395862472748,424.082031,431.002031,0.6315846666666667,0.0019608726124607833,0.622817,0.63298
samsung-a52,02-coded,banded,128,128,128,64,128,256,16,8,0.5145243,0.09446118388620141,0.359531,0.786823,8.3806038,1.3405194803660212,5.330683,11.666043
samsung-a52,02-coded,banded,256,256,256,64,128,256,16,8,3.8401423333333335,0.9178797245781596,3.116407,6.395782,9.1061268,1.613570418206852,5.246338,10.767025
samsung-a52,02-coded,banded,512,512,512,64,128,256,16,8,12.485638733333333,4.809962204981521,8.59151,24.496718,24.256340566666665,7.60311880785417,10.958017,31.24427
samsung-a52,02-coded,block_sparse,128,128,128,64,128,256,16,8,0.6313682666666666,0.36217373683947773,0.388958,2.04375,7.6631008,1.9785680354473252,2.052259,10.783437
samsung-a52,02-coded,block_sparse,256,256,256,64,128,256,16,8,3.794300466666667,0.7083971869757976,3.126823,6.039947,9.078744833333333,1.3340502659929527,5.555418,10.731158
samsung-a52,02-coded,block_sparse,512,512,512,64,128,256,16,8,11.189069366666667,3.828262809073944,8.778541,22.210885,26.015950200000002,6.2705493794678,12.085761,30.578596
samsung-a52,02-coded,dense_no_zero,128,128,128,64,128,256,16,8,0.5150851333333333,0.11406909660247928,0.374114,0.986667,8.441157966666667,1.4938701445858902,4.250982,11.211299
samsung-a52,02-coded,dense_no_zero,256,256,256,64,128,256,16,8,3.6588939000000003,0.8775522000716401,2.686562,7.61599,9.492021766666666,1.4664639497026495,4.405787,12.489729
samsung-a52,02-coded,dense_no_zero,512,512,512,64,128,256,16,8,8.8427362,0.41365788368020534,8.699792,10.386094,30.41221243333333,1.2298771484178377,25.84566,30.855388
samsung-a52,02-coded,diagonal,128,128,128,64,128,256,16,8,0.7780607333333334,1.0519815566606352,0.356719,5.771354,7.8984712,2.292079314751811,0.726745,11.758006
samsung-a52,02-coded,diagonal,256,256,256,64,128,256,16,8,3.7775867666666665,1.280542320482916,3.150157,9.523594,9.399969066666667,1.6502526338540626,3.523295,10.65167
samsung-a52,02-coded,diagonal,512,512,512,64,128,256,16,8,12.997696133333333,4.5090786517641295,8.588438,20.920417,23.071015266666667,7.347751500112637,12.831267,31.255446
samsung-a52,02-coded,random_dense,128,128,128,64,128,256,16,8,0.5425555333333333,0.2059578352329517,0.482188,1.608594,8.152489633333333,1.2066831128962274,2.607435,8.698483
samsung-a52,02-coded,random_dense,256,256,256,64,128,256,16,8,3.3459548,0.20019277842833197,3.128021,4.103125,10.059184033333334,0.5350024899032283,8.177775,10.727048
samsung-a52,02-coded,random_dense,512,512,512,64,128,256,16,8,8.7006944,0.03656607114157924,8.654114,8.793959,30.852712566666664,0.1292288948213082,30.524984,31.018248
samsung-a52,02-coded,random_sparse,128,128,128,64,128,256,16,8,0.5839531333333333,0.192291828880092,0.484375,1.367969,7.633985666666666,1.486070719639624,3.066081,8.659208
samsung-a52,02-coded,random_sparse,256,256,256,64,128,256,16,8,3.4799981333333334,0.6744647591326866,1.971562,6.091979,9.980201633333333,1.989717058811707,5.507969,17.019212
samsung-a52,02-coded,random_sparse,512,512,512,64,128,256,16,8,8.7576736,0.05397249487540743,8.70323,8.967396,30.652568433333332,0.1865702208096021,29.934605,30.843199
samsung-a52,03-blocked,banded,128,128,128,64,128,256,16,8,0.5527725,0.12680613639583038,0.463958,1.047396,7.8712024000000005,1.3251890632891385,4.004506,9.040267
samsung-a52,03-blocked,banded,256,256,256,64,128,256,16,8,4.592994866666667,0.9935987886152222,1.69448,7.352135,7.741294066666667,2.4895369847372866,4.563903,19.8022
samsung-a52,03-blocked,banded,512,512,512,64,128,256,16,8,13.625763966666666,3.0242543792878647,11.826302,25.13026,20.3513582,3.0929808043095024,10.681762,22.698174
samsung-a52,03-blocked,block_sparse,128,128,128,64,128,256,16,8,0.7708819666666666,1.0769913580116726,0.46349,6.402396,7.495668433333333,2.05779832888636,0.655115,9.049395
samsung-a52,03-blocked,block_sparse,256,256,256,64,128,256,16,8,4.616513833333333,0.5570497801093435,4.138021,7.001822,7.347549233333334,0.6894430601108996,4.792243,8.108811
samsung-a52,03-blocked,block_sparse,512,512,512,64,128,256,16,8,13.984065966666666,3.2477496126227683,11.785885,25.374896,19.950186666666664,3.442142413902366,10.578781,22.776012
samsung-a52,03-blocked,dense_no_zero,128,128,128,64,128,256,16,8,0.5357985666666667,0.13634879352694698,0.463073,1.00375,8.154296800000001,1.3520824053725273,4.178634,9.057544
samsung-a52,03-blocked,dense_no_zero,256,256,256,64,128,256,16,8,4.5024427000000005,0.9635912578504094,1.698646,8.273281,7.8546442333333335,2.410344836082212,4.055759,19.753634
samsung-a52,03-blocked,dense_no_zero,512,512,512,64,128,256,16,8,12.210461866666666,0.990170368880884,11.852084,17.424844,22.083926466666664,1.2752995233445124,15.405329,22.648798
samsung-a52,03-blocked,diagonal,128,128,128,64,128,256,16,8,0.5226685,0.09016003254242824,0.460937,0.869792,8.201361733333334,1.0792245679143555,4.822192,9.099517
samsung-a52,03-blocked,diagonal,256,256,256,64,128,256,16,8,4.475557366666666,0.686418415493283,1.585886,5.900833,7.847870066666667,2.586511361124117,5.686389,21.158161
samsung-a52,03-blocked,diagonal,512,512,512,64,128,256,16,8,14.047987866666666,2.736445248832705,11.903958,23.432813,19.669652,3.035712691441518,11.455537,22.550101
samsung-a52,03-blocked,random_dense,128,128,128,64,128,256,16,8,0.48485249999999996,0.04784731136809226,0.46349,0.6725,8.713960333333334,0.6655402621033338,6.236883,9.049395
samsung-a52,03-blocked,random_dense,256,256,256,64,128,256,16,8,4.544277666666667,0.6706485348248973,3.912657,7.127813,7.5082802666666675,0.8893105383159787,4.707535,8.575869
samsung-a52,03-blocked,random_dense,512,512,512,64,128,256,16,8,11.9938889,0.056014225392305515,11.886667,12.098958,22.381490733333333,0.1044840298237112,22.186659,22.582904
samsung-a52,03-blocked,random_sparse,128,128,128,64,128,256,16,8,0.5525190999999999,0.1510480411737866,0.464219,1.205156,7.9463422,1.4171354955300741,3.4803,9.035184
samsung-a52,03-blocked,random_sparse,256,256,256,64,128,256,16,8,4.588203133333334,0.7473148312312478,2.63349,6.667969,7.5074575333333335,1.3133105427220737,5.032182,12.741431
samsung-a52,03-blocked,random_sparse,512,512,512,64,128,256,16,8,12.621642333333334,3.118238071188703,11.859896,29.104062,21.840385633333334,2.4038816374770366,9.223299,22.633879
samsung-a52,04-neon,banded,128,128,128,64,128,256,16,8,0.49583683333333334,0.10436629285988885,0.215834,0.788802,8.898930866666666,2.4492340477246706,5.317309,19.433009
samsung-a52,04-neon,banded,256,256,256,64,128,256,16,8,4.608173533333333,1.060135103934293,1.665677,8.50724,7.73964,2.5503633564869226,3.944221,20.144621
samsung-a52,04-neon,banded,512,512,512,64,128,256,16,8,12.765831466666667,1.6418564948669783,11.902656,18.797135,21.279157833333333,2.037436203995821,14.280658,22.552568
samsung-a52,04-neon,block_sparse,128,128,128,64,128,256,16,8,0.49683506666666666,0.08115885027351939,0.291093,0.73099,8.656177600000001,1.4479270944608007,5.73784,14.408811
samsung-a52,04-neon,block_sparse,256,256,256,64,128,256,16,8,4.557187633333333,0.8124609890263592,2.955209,6.881042,7.562440966666667,1.2048209040450641,4.876359,11.354335
samsung-a52,04-neon,block_sparse,512,512,512,64,128,256,16,8,13.630579733333333,3.1826858536376315,11.845312,27.027968,20.404658066666666,3.2707899584700666,9.931766,22.661746
samsung-a52,04-neon,dense_no_zero,128,128,128,64,128,256,16,8,0.6939859333333334,0.6627355572269319,0.291354,3.531719,7.948584633333334,2.4897403863164675,1.18761,14.395903
samsung-a52,04-neon,dense_no_zero,256,256,256,64,128,256,16,8,4.6226614,1.4080784657382188,1.575781,8.38375,8.1671932,3.665357963920543,4.002318,21.293842
samsung-a52,04-neon,dense_no_zero,512,512,512,64,128,256,16,8,12.507189266666668,2.551126484845156,11.798281,25.894011,21.903438100000002,2.2539632931824065,10.3667,22.752082
samsung-a52,04-neon,diagonal,128,128,128,64,128,256,16,8,0.5270954666666666,0.1557869528355142,0.216145,1.029531,8.590751033333333,2.6230563754047456,4.073995,19.405048
samsung-a52,04-neon,diagonal,256,256,256,64,128,256,16,8,5.142453166666667,1.9343368076398562,3.903542,12.604948,7.010777033333333,1.4130317096505283,2.662005,8.595894
samsung-a52,04-neon,diagonal,512,512,512,64,128,256,16,8,13.213930433333333,3.1906267317664407,11.851406,28.807396,20.932970666666666,2.741590448848666,9.318283,22.650094
samsung-a52,04-neon,random_dense,128,128,128,64,128,256,16,8,0.5369252666666667,0.22076186758835603,0.229895,1.594063,8.523714,2.35511248139697,2.631203,18.244433
samsung-a52,04-neon,random_dense,256,256,256,64,128,256,16,8,4.320656166666667,0.34014486662283755,3.984323,5.590052,7.806302866666667,0.5316055748800681,6.002526,8.421614
samsung-a52,04-neon,random_dense,512,512,512,64,128,256,16,8,12.825388833333333,3.3658732510870104,11.869271,30.235521,21.583105733333333,2.6315050300813354,8.878149,22.616002
samsung-a52,04-neon,random_sparse,128,128,128,64,128,256,16,8,0.5342100999999999,0.11850100863075766,0.461563,0.962188,8.127795166666667,1.317563288368685,4.359131,9.087176
samsung-a52,04-neon,random_sparse,256,256,256,64,128,256,16,8,4.6596006999999995,1.5595913578209972,1.602135,11.001875,7.925152333333333,2.9248830691084615,3.049883,20.943573
samsung-a52,04-neon,random_sparse,512,512,512,64,128,256,16,8,12.026333333333334,0.1052717233345025,11.838334,12.307708,22.322279233333333,0.1937451379187379,21.810353,22.675104
samsung-a52,05-final,banded,128,128,128,64,128,256,16,8,0.49908853333333336,0.10189171748605218,0.461666,1.021927,8.584125733333334,0.9270803449654013,4.104309,9.085148
samsung-a52,05-final,banded,256,256,256,64,128,256,16,8,4.6375138,1.3873019756705485,3.808906,11.809115,7.515370366666667,1.0114018659076869,2.841401,8.809467
samsung-a52,05-final,banded,512,512,512,64,128,256,16,8,13.338527699999998,4.0123785566532355,11.337813,27.428594,21.223434066666666,3.8641747397438544,9.786701,23.676123
samsung-a52,05-final,block_sparse,128,128,128,64,128,256,16,8,0.5126441666666667,0.09080807729874806,0.463594,0.889219,8.357161866666667,1.0454026949943733,4.71684,9.047365
samsung-a52,05-final,block_sparse,256,256,256,64,128,256,16,8,5.0644254,1.3674916126157866,2.072812,9.265729,7.0916756,2.1027381698001593,3.621348,16.18788
samsung-a52,05-final,block_sparse,512,512,512,64,128,256,16,8,12.771765533333333,1.9501107724256772,11.37677,16.5475,21.44077766666667,2.8694767127876424,16.222115,23.59505
samsung-a52,05-final,dense_no_zero,128,128,128,64,128,256,16,8,0.5459895333333333,0.12729723561798825,0.464166,1.003385,7.974573899999999,1.3279133850946017,4.180154,9.036215
samsung-a52,05-final,dense_no_zero,256,256,256,64,128,256,16,8,4.326529466666667,0.8259056153469158,1.494166,5.386563,8.427466666666668,3.765921206962325,6.229284,22.456964
samsung-a52,05-final,dense_no_zero,512,512,512,64,128,256,16,8,11.480789966666666,0.08372178867987402,11.257761,11.652552,23.382475566666667,0.1709600856460833,23.036624,23.84448
samsung-a52,05-final,diagonal,128,128,128,64,128,256,16,8,0.5297292,0.1010604009615554,0.463646,0.83224,8.141094666666667,1.223222392641731,5.039777,9.04635
samsung-a52,05-final,diagonal,256,256,256,64,128,256,16,8,4.374376799999999,0.37595512634992245,4.108594,6.095469,7.7140085,0.5259833380647213,5.504815,8.166889
samsung-a52,05-final,diagonal,512,512,512,64,128,256,16,8,13.599980833333335,4.837930770889861,11.394531,29.242187,21.147712333333335,4.180655525735354,9.179733,23.558272
samsung-a52,05-final,random_dense,128,128,128,64,128,256,16,8,0.534974,0.10173322037835883,0.4675,0.856718,8.056983466666667,1.190300100642133,4.895781,8.971773
samsung-a52,05-final,random_dense,256,256,256,64,128,256,16,8,4.689849,1.1472307011478282,1.500677,8.721823,7.695459,2.946164447247418,3.847181,22.35953
samsung-a52,05-final,random_dense,512,512,512,64,128,256,16,8,11.456020833333334,0.09393856160905463,11.239635,11.60276,23.4333544,0.19316686794021973,23.135483,23.882934
samsung-a52,05-final,random_sparse,128,128,128,64,128,256,16,8,0.5461197666666667,0.10520323865104067,0.46901,0.899532,7.897918833333334,1.18538781318925,4.662762,8.942888
samsung-a52,05-final,random_sparse,256,256,256,64,128,256,16,8,4.3609878,0.8831586648949676,1.599323,6.644635,8.2336299,3.0350751897390063,5.049853,20.980397
samsung-a52,05-final,random_sparse,512,512,512,64,128,256,16,8,11.441310666666668,0.07743794333633185,11.265781,11.63,23.4629896,0.15893752948913653,23.081295,23.827505
