device,impl,matrix_type,m,n,k,run,time_ms,gflops,mblk,nblk,kblk,mmk,nmk
rpi,01-naive,random_dense,128,128,128,1,9.922082,0.422724,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,2,9.970526,0.420670,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,3,9.968452,0.420758,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,4,9.946230,0.421698,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,5,9.922952,0.422687,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,6,9.984544,0.420080,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,7,9.958785,0.421166,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,8,9.918063,0.422895,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,9,9.925137,0.422594,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,10,9.901823,0.423589,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,11,9.947267,0.421654,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,12,9.951711,0.421466,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,13,9.956248,0.421274,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,14,9.908045,0.423323,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,15,9.948137,0.421617,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,16,9.938304,0.422034,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,17,9.939971,0.421963,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,18,9.951637,0.421469,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,19,9.883396,0.424379,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,20,9.972137,0.420602,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,21,9.937211,0.422081,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,22,9.933970,0.422218,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,23,9.940600,0.421937,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,24,9.918637,0.422871,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,25,9.922767,0.422695,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,26,9.920730,0.422782,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,27,9.971007,0.420650,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,28,9.990137,0.419844,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,29,9.960859,0.421079,128,256,256,16,8
rpi,01-naive,random_dense,128,128,128,30,9.973637,0.420539,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,1,10.956610,0.382810,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,2,10.988295,0.381707,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,3,10.977147,0.382094,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,4,10.957110,0.382793,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,5,11.047202,0.379671,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,6,10.970499,0.382326,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,7,10.954610,0.382880,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,8,10.955739,0.382841,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,9,10.916295,0.384224,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,10,10.969239,0.382370,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,11,10.919407,0.384115,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,12,10.878666,0.385553,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,13,11.063628,0.379107,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,14,10.932017,0.383672,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,15,10.949554,0.383057,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,16,10.912462,0.384359,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,17,10.977628,0.382077,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,18,11.018591,0.380657,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,19,10.993388,0.381530,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,20,10.948017,0.383111,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,21,10.935981,0.383532,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,22,10.955369,0.382854,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,23,10.960980,0.382658,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,24,10.967054,0.382446,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,25,10.912054,0.384373,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,26,10.962054,0.382620,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,27,10.963202,0.382580,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,28,10.983443,0.381875,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,29,10.924147,0.383948,128,256,256,16,8
rpi,01-naive,random_sparse,128,128,128,30,10.944147,0.383246,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,1,9.820472,0.427098,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,2,9.809991,0.427554,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,3,9.829860,0.426690,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,4,9.831787,0.426606,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,5,9.823267,0.426976,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,6,9.799545,0.428010,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,7,9.794213,0.428243,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,8,9.829601,0.426701,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,9,9.842879,0.426126,128,256,256,16,8
rpi,01-naive,dense_no_zero,128,128,128,10,9.903879,0.423501,128,256,256,16,8
