device,impl,matrix_type,m,n,k,run,time_ms,gflops,mblk,nblk,kblk,mmk,nmk
samsung-a52,01-naive,random_dense,128,128,128,1,9.370104,0.447626,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,2,6.615573,0.634005,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,3,7.049063,0.595016,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,4,7.302448,0.574370,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,5,8.504792,0.493169,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,6,6.767500,0.619772,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,7,6.667396,0.629077,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,8,6.694948,0.626488,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,9,13.147657,0.319015,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,10,6.665938,0.629214,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,11,6.666302,0.629180,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,12,6.829480,0.614147,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,13,6.661354,0.629647,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,14,6.734948,0.622767,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,15,6.669063,0.628920,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,16,7.132031,0.588094,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,17,6.813282,0.615607,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,18,6.677709,0.628105,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,19,7.030417,0.596594,64,128,256,16,8
samsung-a52,01-naive,random_dense,128,128,128,20,6.682917,0.627616,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,1,63.296146,0.530118,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,2,61.766823,0.543244,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,3,61.554375,0.545119,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,4,70.298177,0.477316,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,5,58.105885,0.577470,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,6,69.726562,0.481229,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,7,74.417656,0.450893,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,8,62.811875,0.534205,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,9,58.226302,0.576276,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,10,57.579531,0.582749,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,11,67.977032,0.493614,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,12,67.006822,0.500761,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,13,65.817448,0.509811,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,14,63.184532,0.531055,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,15,61.765052,0.543259,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,16,59.465625,0.564266,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,17,58.243229,0.576109,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,18,68.700104,0.488419,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,19,67.783542,0.495023,64,128,256,16,8
samsung-a52,01-naive,random_dense,256,256,256,20,62.320885,0.538414,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,1,431.883594,0.621546,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,2,432.398906,0.620805,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,3,430.920573,0.622935,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,4,430.534739,0.623493,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,5,431.087760,0.622693,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,6,432.270781,0.620989,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,7,432.066979,0.621282,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,8,429.622656,0.624817,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,9,436.332812,0.615208,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,10,431.688750,0.621826,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,11,437.316458,0.613824,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,12,425.473593,0.630910,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,13,432.302708,0.620943,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,14,425.618229,0.630695,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,15,430.008906,0.624256,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,16,427.776406,0.627513,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,17,482.186250,0.556705,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,18,430.825052,0.623073,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,19,427.646302,0.627704,64,128,256,16,8
samsung-a52,01-naive,random_dense,512,512,512,20,424.460469,0.632416,64,128,256,16,8
